CGAIdent,HUKSegment
90291,High Street Pub
90292,Circuit Bar
90293,Casual Dining
90295,High Street Pub
90296,Casual Dining
90301,Family Pub Dining
90303,Large Venue
90304,Circuit Bar
90308,Casual Dining
90318,Restaurants
90319,High Street Pub
90323,Clubland
90325,ABOS
90327,Restaurants
90328,Restaurants
90330,Family Pub Dining
90335,Family Pub Dining
90337,Restaurants
90343,GPGF
90344,Circuit Bar
90345,Large Venue
90346,Large Venue
90347,High Street Pub
90349,Family Pub Dining
90350,Premium Local
90352,Premium Local
90353,Premium Local
90354,Family Pub Dining
90357,High Street Pub
90360,Clubland
90361,Family Pub Dining
90362,Clubland
90366,High Street Pub
90368,Clubland
90369,Family Pub Dining
90374,Community Pub
90375,Restaurants
90376,Family Pub Dining
90377,Clubland
90378,Community Pub
90379,Premium Local
90380,Family Pub Dining
90382,Premium Local
90383,Family Pub Dining
90384,Hotel
90386,Premium Local
90392,Casual Dining
90393,Large Venue
90394,Circuit Bar
90395,High Street Pub
90397,Premium Local
90398,Premium Local
90399,Restaurants
90400,Large Venue
90407,Clubland
90419,Casual Dining
90420,Restaurants
90423,Premium Local
90424,Night Club
90428,Family Pub Dining
90435,Clubland
90437,Clubland
90440,GPGF
90442,GPGF
90446,Community Pub
90449,Premium Local
90450,Premium Local
90452,Premium Local
90453,Premium Local
90456,Family Pub Dining
90460,Premium Local
90461,Family Pub Dining
90463,Premium Local
90466,Family Pub Dining
90468,Clubland
90469,Family Pub Dining
90471,Family Pub Dining
90472,Restaurants
90473,Family Pub Dining
90475,Hotel
90477,Family Pub Dining
90481,Premium Local
90484,Clubland
90485,Clubland
90486,Circuit Bar
90488,Community Pub
90489,Family Pub Dining
90490,Clubland
90492,Hotel
90494,Hotel
90500,Clubland
90503,Premium Local
90505,GPGF
90508,Family Pub Dining
90509,Family Pub Dining
90513,Premium Local
90519,Family Pub Dining
90522,Family Pub Dining
90525,Family Pub Dining
90528,Hotel
90530,Restaurants
90533,Clubland
90535,Family Pub Dining
90536,GPGF
90537,Premium Local
90540,Family Pub Dining
90543,Hotel
90545,Premium Local
90547,Clubland
90549,Premium Local
90551,Premium Local
90553,Sports Clubs
90555,Premium Local
90560,Hotel
90561,Hotel
90563,Sports Clubs
90567,Large Venue
90572,Premium Local
90574,Clubland
90576,GPGF
90577,Hotel
90580,Premium Local
90581,Restaurants
90582,Premium Local
90585,Hotel
90589,Premium Local
90590,Hotel
90591,GPGF
90593,Premium Local
90595,GPGF
90597,Hotel
90599,Family Pub Dining
90601,Premium Local
90602,GPGF
90603,Premium Local
90605,GPGF
90606,Family Pub Dining
90611,Casual Dining
90612,Restaurants
90617,Clubland
90618,Clubland
90621,Family Pub Dining
90622,Hotel
90623,Restaurants
90631,Clubland
90634,Family Pub Dining
90636,Clubland
90637,Casual Dining
90638,Clubland
90640,Large Venue
90643,Family Pub Dining
90645,Premium Local
90646,Hotel
90648,Hotel
90655,Clubland
90658,Clubland
90660,Clubland
90661,Hotel
90662,Large Venue
90667,Clubland
90675,Hotel
90676,Hotel
90677,Clubland
90682,Family Pub Dining
90685,Clubland
90686,Restaurants
90687,Family Pub Dining
90693,Hotel
90696,Hotel
90699,Family Pub Dining
90703,Family Pub Dining
90705,Restaurants
90709,Restaurants
90716,Family Pub Dining
90718,Premium Local
90719,Restaurants
90720,Hotel
90722,Hotel
90723,Premium Local
90724,Clubland
90726,Premium Local
90730,Premium Local
90732,Hotel
90733,Clubland
90734,Clubland
90735,Clubland
90736,Clubland
90738,Premium Local
90741,Clubland
90745,Family Pub Dining
90748,Family Pub Dining
90752,Restaurants
90753,Family Pub Dining
90756,Family Pub Dining
90760,Family Pub Dining
90763,Hotel
90764,Casual Dining
90765,Family Pub Dining
90766,Premium Local
90769,Large Venue
90771,Family Pub Dining
90773,Premium Local
90778,Family Pub Dining
90781,High Street Pub
90783,Hotel
90785,Restaurants
90786,Large Venue
90789,Large Venue
90792,Family Pub Dining
90795,Family Pub Dining
90796,Premium Local
90805,Premium Local
90806,Clubland
90807,Large Venue
90810,Large Venue
90811,Community Pub
90813,Premium Local
90814,Family Pub Dining
90815,Clubland
90816,Hotel
90817,Large Venue
90818,Large Venue
90820,Large Venue
90822,Large Venue
90825,Premium Local
90826,Clubland
90827,Premium Local
90832,Family Pub Dining
90837,Family Pub Dining
90839,Family Pub Dining
90841,High Street Pub
90844,Restaurants
90847,High Street Pub
90849,Clubland
90850,Family Pub Dining
90854,Community Pub
90857,Family Pub Dining
90859,Night Club
90862,High Street Pub
90865,High Street Pub
90866,Family Pub Dining
90868,Large Venue
90869,Circuit Bar
90873,Hotel
90874,Family Pub Dining
90875,Restaurants
90876,Restaurants
90878,Restaurants
90882,High Street Pub
90883,Community Pub
90886,Clubland
90887,Casual Dining
90889,Family Pub Dining
90890,Family Pub Dining
90893,High Street Pub
90896,Hotel
90905,Community Pub
90906,Large Venue
90907,Community Pub
90909,Family Pub Dining
90913,Community Pub
90914,Community Pub
90923,Community Pub
90936,Community Pub
90938,Community Pub
90940,Community Pub
90941,High Street Pub
90942,Community Pub
90943,High Street Pub
90944,Community Pub
90948,Community Pub
90949,Community Pub
90954,High Street Pub
90955,Community Pub
90958,Community Pub
90959,High Street Pub
90961,Hotel
90966,Hotel
90972,Hotel
90973,Hotel
90974,Hotel
90976,Hotel
90978,Hotel
90990,Hotel
90994,Clubland
90996,Hotel
90999,Hotel
91006,High Street Pub
91012,High Street Pub
91014,Family Pub Dining
91024,High Street Pub
91039,Large Venue
91040,Large Venue
91041,High Street Pub
91043,Casual Dining
91049,Casual Dining
91052,High Street Pub
91054,Casual Dining
91056,Restaurants
91058,Restaurants
91059,Restaurants
91061,Restaurants
91066,Hotel
91070,Hotel
91087,High Street Pub
91088,High Street Pub
91089,High Street Pub
91090,High Street Pub
91094,Hotel
91095,Hotel
91104,Hotel
91107,Hotel
91108,Hotel
91127,Hotel
91130,Hotel
91135,Clubland
91137,Casual Dining
91138,Restaurants
91139,Casual Dining
91141,Casual Dining
91142,Casual Dining
91149,Hotel
91184,High Street Pub
91189,High Street Pub
91199,Family Pub Dining
91204,Hotel
91206,Hotel
91211,High Street Pub
91218,High Street Pub
91223,Restaurants
91224,High Street Pub
91226,Family Pub Dining
91232,High Street Pub
91233,Restaurants
91245,Clubland
91246,Hotel
91247,Clubland
91251,Community Pub
91252,Restaurants
91253,Restaurants
91255,Casual Dining
91258,Restaurants
91262,Community Pub
91271,Restaurants
91277,High Street Pub
91279,Family Pub Dining
91280,Community Pub
91287,Hotel
91289,Hotel
91297,Hotel
91298,Large Venue
91303,Clubland
91304,Hotel
91306,Hotel
91318,Hotel
91327,Community Pub
91333,Hotel
91335,Hotel
91336,Hotel
91341,Hotel
91350,Community Pub
91354,Hotel
91358,Hotel
91364,Hotel
91375,Community Pub
91376,Community Pub
91378,Community Pub
91379,Clubland
91380,Family Pub Dining
91382,Community Pub
91384,Large Venue
91387,Hotel
91390,Large Venue
91393,Clubland
91395,Clubland
91399,Community Pub
91400,Community Pub
91403,Community Pub
91415,Community Pub
91418,Community Pub
91423,Restaurants
91424,Restaurants
91426,Hotel
91428,High Street Pub
91429,Community Pub
91430,Hotel
91441,Hotel
91446,Clubland
91450,Community Pub
91452,Clubland
91454,Community Pub
91455,Community Pub
91456,Community Pub
91457,Hotel
91462,Community Pub
91468,Clubland
91469,Family Pub Dining
91471,Community Pub
91474,Community Pub
91476,Clubland
91479,Community Pub
91484,Community Pub
91486,Clubland
91487,Community Pub
91489,Family Pub Dining
91490,Clubland
91491,Community Pub
91493,Community Pub
91500,Large Venue
91502,Large Venue
91506,Clubland
91508,Large Venue
91511,Family Pub Dining
91516,Community Pub
91522,Large Venue
91529,Restaurants
91533,Family Pub Dining
91535,Large Venue
91537,Circuit Bar
91538,Family Pub Dining
91541,Large Venue
91543,Large Venue
91545,High Street Pub
91549,Casual Dining
91550,Restaurants
91558,Casual Dining
91561,Clubland
91564,Circuit Bar
91565,Clubland
91566,Community Pub
91567,Community Pub
91568,Community Pub
91573,Restaurants
91574,High Street Pub
91581,Community Pub
91585,Community Pub
91587,Community Pub
91589,High Street Pub
91590,High Street Pub
91594,High Street Pub
91596,Clubland
91599,Clubland
91602,Family Pub Dining
91608,Premium Local
91609,Community Pub
91611,Hotel
91617,Premium Local
91619,Family Pub Dining
91621,Community Pub
91627,Family Pub Dining
91628,Large Venue
91629,Hotel
91633,Premium Local
91636,Family Pub Dining
91637,Large Venue
91645,Premium Local
91646,High Street Pub
91647,Clubland
91648,Large Venue
91649,Restaurants
91653,High Street Pub
91654,Community Pub
91657,Community Pub
91665,Family Pub Dining
91668,Hotel
91676,Community Pub
91681,Premium Local
91682,Family Pub Dining
91683,Premium Local
91684,Clubland
91685,Community Pub
91690,Community Pub
91691,Restaurants
91698,Clubland
91700,Restaurants
91701,High Street Pub
91702,Hotel
91703,Premium Local
91705,Large Venue
91707,Premium Local
91708,Clubland
91709,Clubland
91711,Large Venue
91712,Large Venue
91713,Clubland
91714,Clubland
91718,Large Venue
91720,Premium Local
91726,Clubland
91727,Clubland
91728,Premium Local
91729,Community Pub
91730,Family Pub Dining
91731,Clubland
91732,Community Pub
91733,Clubland
91736,Premium Local
91737,High Street Pub
91738,Clubland
91743,Family Pub Dining
91744,Clubland
91745,Premium Local
91747,Premium Local
91748,Family Pub Dining
91751,Restaurants
91753,Premium Local
91755,Premium Local
91759,Premium Local
91764,Family Pub Dining
91765,Family Pub Dining
91769,Premium Local
91770,Clubland
91771,Premium Local
91773,Family Pub Dining
91776,Clubland
91778,Clubland
91779,Family Pub Dining
91780,Clubland
91782,Circuit Bar
91783,Circuit Bar
91784,Family Pub Dining
91785,Restaurants
91787,Clubland
91789,Hotel
91791,Premium Local
91794,Premium Local
91795,Clubland
91796,Clubland
91799,Clubland
91800,High Street Pub
91807,Clubland
91810,Premium Local
91811,Premium Local
91812,Restaurants
91816,GPGF
91822,Clubland
91823,Clubland
91826,Premium Local
91827,Premium Local
91830,Premium Local
91833,Clubland
91836,Family Pub Dining
91837,Premium Local
91840,Clubland
91842,Premium Local
91844,Family Pub Dining
91845,Hotel
91847,Premium Local
91848,Clubland
91849,Clubland
91850,Family Pub Dining
91851,Premium Local
91855,Family Pub Dining
91856,Community Pub
91857,Clubland
91860,High Street Pub
91861,High Street Pub
91869,High Street Pub
91873,Community Pub
91875,Clubland
91878,Community Pub
91885,Community Pub
91888,Clubland
91893,Circuit Bar
91894,Clubland
91895,Family Pub Dining
91910,Casual Dining
91913,Premium Local
91914,Premium Local
91918,Premium Local
91920,Family Pub Dining
91921,Family Pub Dining
91925,Family Pub Dining
91927,Hotel
91928,Family Pub Dining
91931,Clubland
91935,Clubland
91937,Restaurants
91939,Clubland
91940,Restaurants
91941,Family Pub Dining
91943,Hotel
91944,Clubland
91945,Clubland
91946,Clubland
91949,Premium Local
91951,Clubland
91952,Clubland
91959,Clubland
91960,Clubland
91962,Premium Local
91963,Community Pub
91965,GPGF
91966,Premium Local
91967,Family Pub Dining
91969,Clubland
91972,Hotel
91975,Clubland
91976,Clubland
91977,Premium Local
91978,Family Pub Dining
91979,Clubland
91980,Community Pub
91982,Hotel
91987,Clubland
91989,Clubland
91990,Premium Local
91991,GPGF
91993,Hotel
91998,GPGF
91999,GPGF
92000,Casual Dining
92003,Premium Local
92004,Premium Local
92006,Clubland
92007,Hotel
92009,Premium Local
92018,Casual Dining
92019,Clubland
92023,Casual Dining
92024,Restaurants
92027,Restaurants
92032,Restaurants
92033,ABOS
92042,High Street Pub
92044,GPGF
92045,GPGF
92046,Clubland
92048,Premium Local
92050,Premium Local
92052,Circuit Bar
92054,Restaurants
92055,Hotel
92057,Community Pub
92059,Restaurants
92060,Circuit Bar
92062,Family Pub Dining
92082,Circuit Bar
92083,Restaurants
92085,GPGF
92090,Restaurants
92091,High Street Pub
92096,High Street Pub
92098,Hotel
92101,Premium Local
92105,Circuit Bar
92109,Circuit Bar
92111,High Street Pub
92118,High Street Pub
92126,Family Pub Dining
92136,High Street Pub
92140,Family Pub Dining
92142,High Street Pub
92166,Family Pub Dining
92169,Circuit Bar
92175,Hotel
92178,Hotel
92180,Family Pub Dining
92181,Premium Local
92183,Restaurants
92185,Casual Dining
92188,Premium Local
92194,Casual Dining
92195,Restaurants
92196,Circuit Bar
92198,Circuit Bar
92200,ABOS
92205,Circuit Bar
92207,Restaurants
92208,Restaurants
92212,Premium Local
92214,ABOS
92218,Circuit Bar
92220,Restaurants
92221,Clubland
92223,Premium Local
92225,Premium Local
92231,Casual Dining
92232,High Street Pub
92234,High Street Pub
92238,Circuit Bar
92241,GPGF
92242,Premium Local
92247,Family Pub Dining
92265,GPGF
92269,Premium Local
92270,ABOS
92274,High Street Pub
92277,Premium Local
92280,Circuit Bar
92284,Clubland
92287,High Street Pub
92289,High Street Pub
92300,Premium Local
92304,Community Pub
92315,High Street Pub
92316,Family Pub Dining
92321,Clubland
92323,Restaurants
92324,Restaurants
92326,Casual Dining
92327,Clubland
92344,Circuit Bar
92347,Community Pub
92349,Family Pub Dining
92350,Family Pub Dining
92351,Family Pub Dining
92353,Family Pub Dining
92359,Restaurants
92364,Community Pub
92365,Community Pub
92369,Restaurants
92378,Community Pub
92390,Family Pub Dining
92395,Restaurants
92401,Casual Dining
92407,Casual Dining
92413,Circuit Bar
92415,Casual Dining
92416,Casual Dining
92417,Restaurants
92418,Casual Dining
92422,Casual Dining
92430,Restaurants
92434,Restaurants
92440,Restaurants
92441,Sports Clubs
92446,Clubland
92448,Casual Dining
92449,Hotel
92456,Clubland
92459,Clubland
92460,Restaurants
92465,Hotel
92469,Restaurants
92471,Restaurants
92473,Hotel
92479,Hotel
92483,Restaurants
92490,ABOS
92493,Clubland
92494,Clubland
92495,Restaurants
92499,Clubland
92504,Sports Clubs
92505,ABOS
92506,Large Venue
92511,ABOS
92513,Restaurants
92515,Restaurants
92520,Restaurants
92526,ABOS
92528,Premium Local
92534,Restaurants
92536,GPGF
92539,GPGF
92541,Casual Dining
92547,Casual Dining
92549,Circuit Bar
92551,Casual Dining
92552,Casual Dining
92553,GPGF
92555,Hotel
92559,GPGF
92560,Circuit Bar
92564,Premium Local
92565,GPGF
92566,Restaurants
92569,Premium Local
92571,GPGF
92572,Premium Local
92577,Hotel
92582,Restaurants
92585,Restaurants
92588,Restaurants
92590,Premium Local
92591,Restaurants
92592,Restaurants
92593,Restaurants
92594,ABOS
92597,Circuit Bar
92604,GPGF
92608,Restaurants
92614,Night Club
92623,Restaurants
92625,Hotel
92627,GPGF
92631,ABOS
92632,Casual Dining
92633,Restaurants
92634,Large Venue
92635,Restaurants
92636,Restaurants
92643,GPGF
92645,Premium Local
92649,Restaurants
92652,Sports Clubs
92655,Clubland
92656,Sports Clubs
92657,Restaurants
92661,Clubland
92663,Community Pub
92664,Restaurants
92674,Casual Dining
92686,Restaurants
92693,Casual Dining
92703,ABOS
92706,Restaurants
92707,GPGF
92712,Restaurants
92713,Family Pub Dining
92717,Premium Local
92720,Restaurants
92728,Family Pub Dining
92733,High Street Pub
92734,Large Venue
92736,Premium Local
92738,GPGF
92739,Family Pub Dining
92740,Restaurants
92742,Family Pub Dining
92745,Family Pub Dining
92747,Family Pub Dining
92748,Restaurants
92751,Restaurants
92761,Premium Local
92765,Circuit Bar
92766,Circuit Bar
92775,Premium Local
92777,Premium Local
92785,Premium Local
92787,Premium Local
92792,Premium Local
92797,Restaurants
92800,Sports Clubs
92802,Casual Dining
92804,Restaurants
92805,Premium Local
92809,ABOS
92810,GPGF
92811,GPGF
92818,Family Pub Dining
92822,Clubland
92824,Circuit Bar
92826,ABOS
92827,Restaurants
92835,Circuit Bar
92839,Restaurants
92843,Circuit Bar
92845,Clubland
92848,Premium Local
92850,Premium Local
92860,Clubland
92863,Circuit Bar
92867,Circuit Bar
92875,GPGF
92877,GPGF
92879,Restaurants
92880,Restaurants
92882,GPGF
92887,Clubland
92890,Circuit Bar
92893,Large Venue
92898,Casual Dining
92899,GPGF
92902,Restaurants
92903,Restaurants
92905,Premium Local
92908,Sports Clubs
92909,Clubland
92921,GPGF
92922,Clubland
92925,Clubland
92927,Clubland
92932,Sports Clubs
92935,Hotel
92937,Restaurants
92938,Restaurants
92939,Circuit Bar
92941,Premium Local
92944,Restaurants
92946,GPGF
92947,GPGF
92948,Sports Clubs
92951,Casual Dining
92956,Premium Local
92958,Restaurants
92960,Circuit Bar
92979,GPGF
92981,Hotel
92983,Casual Dining
92987,Casual Dining
92989,Casual Dining
92992,Restaurants
92994,Restaurants
92995,Circuit Bar
92997,Restaurants
92998,Clubland
93002,Restaurants
93004,Circuit Bar
93006,Large Venue
93016,Clubland
93017,Restaurants
93019,Restaurants
93021,Clubland
93027,Family Pub Dining
93029,Clubland
93032,Clubland
93035,Community Pub
93039,High Street Pub
93042,Circuit Bar
93045,Sports Clubs
93048,Restaurants
93049,Restaurants
93056,Clubland
93059,Premium Local
93063,Clubland
93065,Premium Local
93067,Premium Local
93068,Premium Local
93071,Circuit Bar
93072,Circuit Bar
93077,Family Pub Dining
93079,Premium Local
93081,GPGF
93082,Premium Local
93085,Family Pub Dining
93090,Family Pub Dining
93096,Casual Dining
93104,Community Pub
93106,Family Pub Dining
93109,High Street Pub
93110,High Street Pub
93111,Night Club
93115,High Street Pub
93118,High Street Pub
93120,Restaurants
93121,Restaurants
93127,Family Pub Dining
93128,High Street Pub
93133,Clubland
93134,Clubland
93150,Large Venue
93151,Community Pub
93152,Family Pub Dining
93153,Family Pub Dining
93154,Community Pub
93155,Community Pub
93161,Clubland
93172,Community Pub
93176,Clubland
93181,High Street Pub
93183,Large Venue
93196,Restaurants
93199,Clubland
93207,Community Pub
93213,Community Pub
93214,Clubland
93218,Community Pub
93220,Family Pub Dining
93223,Community Pub
